id,interval,previous_send_intervals_same_node,average_previous_send_intervals_same_node,previous_sender,malicious
11,6431,59320,60005,10,0
14,96,59727,60005,11,1
6,238,56977,60004,14,0
12,17,59791,60004,6,1
13,233,59257,60004,12,1
3,9563,18571,59999,13,0
8,3900,59914,59999,3,0
5,9806,53506,59999,8,0
10,4568,34852,59996,5,0
2,4117,47101,59994,10,0
7,4892,88445,59998,2,0
4,9111,82039,60000,7,0
9,5087,63383,60001,4,0
11,8286,59914,60000,9,0
14,377,60195,60001,11,1
12,66,60006,60001,14,1
13,329,60102,60001,12,1
7,13283,36539,59998,13,0
5,2236,52352,59997,7,0
10,7036,54820,59996,5,0
4,9558,46258,59995,10,0
2,1809,62070,59995,4,0
9,5746,48726,59994,2,0
3,9957,100164,59998,9,0
8,6369,102633,60003,3,0
6,2099,118445,60010,8,0
12,1430,59852,60010,6,1
11,338,60633,60010,12,0
14,35,60291,60010,11,1
13,174,60070,60010,14,1
5,1769,46320,60008,13,0
6,6793,10539,60003,5,0
2,2955,37665,60000,6,0
7,4454,62758,60001,2,0
3,3467,29883,59997,7,0
4,6706,54101,59996,3,0
10,7755,71414,59998,4,0
8,17001,54976,59997,10,0
9,7894,79196,59999,8,0
14,538,59506,59999,9,1
11,436,59977,59999,14,0
12,505,60820,59999,11,1
13,391,60664,59999,12,1
4,2551,37071,59997,13,0
9,7869,12290,59991,4,0
6,2236,64758,59992,9,0
5,9363,80914,59994,6,0
2,2216,73382,59996,5,0
10,5133,56133,59995,2,0
7,2541,76602,59997,10,0
3,12091,85226,60000,7,0
8,6681,60445,60000,3,0
11,7868,59445,60000,8,0
14,471,60352,60000,11,1
12,3,59414,60000,14,1
13,360,59383,60000,12,1
8,3837,12539,59995,13,0
5,2432,43633,59993,8,0
2,1310,42727,59991,5,0
9,6964,63506,59991,2,0
6,1332,62602,59992,9,0
10,8587,54477,59991,6,0
3,21850,61695,59991,10,0
7,7784,81570,59994,3,0
4,1736,112664,60000,7,0
11,3873,60539,60000,4,0
13,22,59727,60000,11,1
12,46,60133,60000,13,1
14,184,60320,60000,12,1
10,2450,37945,59997,14,0
2,2367,57195,59997,10,0
8,5821,66758,59998,2,0
9,10300,66352,59998,8,0
7,8373,35172,59995,9,0
5,8977,91976,59999,7,0
3,8858,60791,59999,5,0
6,342,91570,60003,3,0
4,8770,60383,60003,6,0
8,2982,48602,60002,4,0
11,266,59758,60002,8,0
14,408,59914,60001,11,1
13,51,60195,60002,14,1
12,328,60477,60002,13,1
3,12859,26006,59998,12,0
7,1034,44875,59996,3,0
2,12922,82291,59999,7,0
6,1544,41164,59996,2,0
10,1837,88039,60000,6,0
5,13245,65446,60000,10,0
9,1524,84320,60003,5,0
4,12726,61726,60003,9,0
11,1124,59602,60003,4,0
14,439,59633,60003,11,1
12,691,59945,60003,14,1
13,17,60290,60003,12,1
3,3749,50852,60002,13,0
4,2175,8195,59996,3,0
7,4234,56227,59996,4,0
10,4334,44258,59994,7,0
2,17867,65506,59995,10,0
5,4659,53539,59994,2,0
6,2262,70883,59995,5,0
8,1275,101570,60000,6,0
9,3362,58914,60000,8,0
14,15351,59976,60000,9,1
11,155,60570,60000,14,0
13,84,59507,60000,11,1
12,515,60039,60000,13,1
3,10547,66820,60000,12,0
7,8284,68695,60001,3,0
4,362,73291,60003,7,0
8,8504,47164,60001,4,0
2,992,56352,60001,8,0
5,65,51758,60000,2,0
6,8730,58226,60000,5,0
9,44,53633,59999,6,0
10,9044,92102,60003,9,0
12,12686,59258,60003,10,1
11,307,60164,60003,12,0
14,127,60446,60003,11,1
13,144,60351,60003,14,1
10,1806,15070,59998,13,0
6,2538,26696,59994,10,0
4,3519,48506,59993,6,0
7,10922,59790,59993,4,0
5,3734,53601,59992,7,0
8,10225,64883,59993,5,0
2,6429,70320,59994,8,0
9,8496,69977,59995,2,0
3,6456,103414,60000,9,0
14,5270,59539,60000,3,1
12,128,60101,60000,14,1
11,89,59883,60000,12,0
2,475,20914,59995,11,0
13,234,60321,59995,2,1
5,4769,42571,59993,13,0
6,9044,69790,59994,5,0
4,9081,75352,59996,6,0
10,5255,86664,59999,4,0
8,8501,64227,60000,10,0
3,5287,48133,59998,8,0
9,4856,59445,59998,3,0
7,8678,97007,60002,9,0
12,3802,60071,60002,7,1
11,244,60226,60002,12,0
14,315,60758,60003,11,1
13,82,59914,60003,14,1
5,5019,60164,60003,13,0
7,12389,21851,59998,5,0
8,4023,44695,59997,7,0
4,6869,65320,59997,8,0
10,6318,66383,59998,4,0
6,6288,87007,60001,10,0
2,6579,107633,60006,6,0
3,5015,70477,60007,2,0
9,5918,71539,60009,3,0
11,881,59696,60009,9,0
14,220,59601,60009,11,1
13,114,59633,60009,14,1
12,390,60664,60009,13,1
9,4153,5758,60003,12,0
4,38,35914,60000,9,0
8,5007,47790,59999,4,0
3,1224,17945,59994,8,0
7,4784,57821,59994,3,0
2,232,27976,59990,7,0
6,5296,39851,59988,2,0
10,37587,83726,59990,6,0
5,557,113882,59996,10,0
11,188,59790,59996,5,0
14,0,59570,59996,11,1
12,317,59383,59996,14,1
13,203,59976,59996,12,1
9,169,55602,59996,13,0
3,10706,60039,59996,9,0
5,5644,17227,59991,3,0
8,10100,77007,59993,5,0
10,6312,34196,59990,8,0
2,4367,81446,59992,10,0
4,5940,98633,59997,2,0
6,5731,87821,60000,4,0
7,5065,98414,60004,6,0
11,5452,60006,60004,7,0
12,37,59726,60004,11,1
14,122,60165,60004,12,1
13,801,60446,60004,14,1
7,721,7133,59998,13,0
6,4216,16414,59993,7,0
5,36831,85695,59996,6,0
4,4001,62977,59997,5,0
10,2006,75290,59998,4,0
3,2912,100258,60003,10,0
9,1606,112570,60009,3,0
2,2098,77539,60011,9,0
8,1633,89851,60014,2,0
11,2868,59852,60014,8,0
14,189,59882,60014,11,1
12,191,60195,60014,14,1
13,267,59539,60014,12,1
5,3020,20791,60010,13,0
4,3655,20445,60005,5,0
10,12067,30506,60002,4,0
7,7916,85476,60005,10,0
6,3872,85132,60007,7,0
3,8719,48101,60006,6,0
2,3361,47758,60005,3,0
9,8308,58164,60005,2,0
8,3388,57821,60004,9,0
11,4867,59820,60004,8,0
14,596,60227,60004,11,1
12,255,60291,60004,14,1
13,858,60882,60004,12,1
6,1125,31477,60001,13,0
10,6087,49352,60000,6,0
7,3509,44945,59998,10,0
2,12608,41601,59996,7,0
3,10109,55071,59996,2,0
4,8894,96539,60000,3,0
8,5506,54414,59999,4,0
5,4306,110006,60005,8,0
9,5775,67883,60006,5,0
14,663,59695,60006,9,1
12,66,59506,60006,14,1
11,57,60414,60006,12,0
13,772,59477,60006,11,1
10,3055,55320,60005,13,0
7,7228,59039,60005,10,0
2,4139,50570,60004,7,0
4,3191,34758,60001,2,0
8,9881,39133,59999,4,0
3,5131,58664,59999,8,0
5,2894,42852,59997,3,0
9,10149,47226,59995,5,0
6,6925,110945,60001,9,0
11,6768,60133,60001,6,0
12,162,60352,60001,11,1
13,47,59570,60001,12,1
14,326,60791,60001,13,1
4,2318,44601,59999,14,0
3,794,30383,59996,4,0
8,1962,37476,59994,3,0
7,571,55258,59993,8,0
2,25046,76165,59995,7,0
6,3045,41039,59993,2,0
5,707,58820,59993,6,0
10,2630,93914,59996,5,0
9,395,51696,59995,10,0
11,21474,59477,59995,9,0
13,896,60164,59995,11,1
12,109,60320,59995,13,1
14,59,60006,59995,12,1
9,4252,26790,59992,14,0
8,1761,60945,59992,9,0
5,3838,35414,59989,8,0
2,2716,41882,59987,5,0
10,21133,56633,59987,2,0
7,3041,91102,59990,10,0
6,2247,65258,59991,7,0
4,895,97571,59995,6,0
3,2949,99726,59999,4,0
11,16049,59945,59999,3,0
13,834,59883,59999,11,1
14,137,59852,59999,13,1
12,3,59914,59999,14,1
6,4235,25102,59995,12,0
9,8168,68006,59996,6,0
2,1536,61227,59996,9,0
5,8190,72133,59998,2,0
10,693,48977,59997,5,0
8,6375,83039,59999,10,0
4,9995,59164,59999,8,0
7,7764,70070,60000,4,0
3,10216,74195,60002,7,0
11,1893,60039,60002,3,0
12,568,59633,60002,11,1
14,184,59820,60002,12,1
13,270,60227,60002,14,1
6,218,56070,60001,13,0
2,7329,53695,60001,6,0
9,9621,64852,60001,2,0
4,2820,40883,59999,9,0
5,4530,62476,59999,4,0
7,12015,49664,59998,5,0
8,3835,71258,59999,7,0
3,4008,47291,59998,8,0
10,8804,90445,60001,3,0
14,5964,59414,60001,10,1
11,92,60258,60001,14,0
8,234,19102,59997,11,0
12,53,59977,59997,8,1
13,172,59695,59997,12,1
7,2221,25383,59993,13,0
6,1966,63664,59993,7,0
2,4456,60791,59993,6,0
10,19381,34539,59991,2,0
9,2269,72820,59992,10,0
5,4476,69946,59993,9,0
4,1750,76226,59995,5,0
3,2668,54506,59994,4,0
14,20395,60133,59994,3,1
11,61,60102,59994,14,0
12,630,60445,59994,11,1
13,518,60791,59994,12,1
6,2779,59383,59994,13,0
7,5378,66727,59995,6,0
8,4897,74070,59997,7,0
3,2694,37352,59994,8,0
4,4676,44696,59992,3,0
5,5593,52039,59992,4,0
2,11841,90006,59995,5,0
9,13058,81414,59997,2,0
10,5075,88758,60000,9,0
11,2931,60070,60000,10,0
12,99,59539,60000,11,1
14,246,60476,60000,12,1
13,739,60006,60000,14,1
4,8208,47790,59999,13,0
7,1138,61195,59999,4,0
10,1241,14602,59994,7,0
3,8475,63320,59995,10,0
6,437,76726,59996,3,0
9,1544,30133,59993,6,0
5,9226,64258,59994,9,0
8,443,77664,59996,5,0
2,25992,78852,59998,8,0
11,1876,59664,59998,2,0
14,627,59946,59998,11,1
12,566,60758,59998,14,1
13,78,59851,59998,12,1
5,10519,40101,59996,13,0
10,7787,67570,59996,5,0
6,538,59196,59996,10,0
3,6281,65914,59997,6,0
8,7119,61383,59997,3,0
4,1119,85006,60000,8,0
9,8306,80477,60002,4,0
2,6004,50820,60001,9,0
7,8112,106290,60006,2,0
11,3327,60383,60006,7,0
14,283,60039,60006,11,1
12,128,59601,60006,14,1
13,298,59821,60006,12,1
4,7394,33852,60003,13,0
7,2077,13507,59998,4,0
6,9842,60290,59998,7,0
9,2480,39945,59996,6,0
8,9357,58727,59996,9,0
10,12499,85164,59999,8,0
3,2288,80633,60001,10,0
2,9329,67414,60002,3,0
5,2503,107071,60007,2,0
11,1248,59726,60007,5,0
12,256,59571,60007,11,1
13,141,59414,60007,12,1
14,418,60258,60007,13,1
4,5382,57820,60007,14,0
7,8608,64351,60007,4,0
10,8710,38883,60005,7,0
3,382,36977,60002,10,0
6,7906,71507,60003,3,0
2,8579,44133,60002,6,0
9,433,78039,60004,2,0
5,8601,50664,60003,9,0
8,7912,85195,60005,5,0
11,2868,60196,60005,8,0
12,224,60164,60005,11,1
13,110,60133,60005,12,1
14,386,60101,60005,13,1
6,1238,30351,60002,14,0
3,188,38445,60000,6,0
9,731,22258,59996,3,0
2,39785,62476,59996,9,0
8,760,46290,59994,2,0
5,180,54382,59994,8,0
4,8813,106414,59999,5,0
7,515,98321,60003,4,0
10,615,90226,60006,7,0
14,6245,59070,60006,10,1
12,317,59883,60006,14,1
11,183,60290,60006,12,0
13,520,60476,60006,11,1
3,7875,66539,60007,13,0
4,2863,19133,60003,3,0
5,3781,31727,60000,4,0
9,9650,82102,60002,5,0
10,3262,34696,59999,9,0
2,8367,53946,59999,10,0
6,9671,104321,60003,2,0
7,3565,56914,60003,6,0
8,3085,69507,60004,7,0
11,6867,59506,60004,8,0
12,537,60226,60004,11,1
14,122,60665,60004,12,1
13,301,59946,60004,14,1
6,437,14914,59999,13,0
10,8838,41790,59997,6,0
8,11249,28351,59994,10,0
5,244,66195,59994,8,0
9,8525,65070,59995,5,0
3,3394,84758,59998,9,0
4,7582,89477,60001,3,0
7,452,51633,60000,4,0
2,11170,76039,60002,7,0
14,7190,59382,60002,2,1
12,191,59695,60002,14,1
11,120,60352,60002,12,0
13,647,60039,60002,11,1
5,20,39291,59999,13,0
3,3229,30601,59996,5,0
10,4993,59006,59996,3,0
8,2564,50321,59995,10,0
6,3224,73632,59997,8,0
4,3145,36945,59994,6,0
2,2935,28258,59991,4,0
9,33808,84664,59993,2,0
7,2740,75976,59995,9,0
11,3015,60320,59995,7,0
14,96,60727,59995,11,1
12,255,60791,59995,14,1
13,233,60257,59995,12,1
10,7837,59852,59995,13,0
9,2207,16383,59990,10,0
8,1419,60914,59991,9,0
7,2383,17445,59986,8,0
6,1904,61977,59986,7,0
5,30519,106506,59991,6,0
4,1688,91039,59995,5,0
3,2606,107571,60000,4,0
2,1391,92101,60003,3,0
14,6753,59195,60003,2,1
11,623,59914,60003,14,0
12,443,60006,60003,11,1
13,329,60102,60003,12,1
2,14923,23071,59999,13,0
4,190,27258,59996,2,0
3,512,25164,59992,4,0
8,31369,95633,59996,3,0
6,99,91445,59999,8,0
7,190,93539,60003,6,0
5,236,61352,60003,7,0
10,36,99820,60007,5,0
9,113,97726,60011,10,0
11,11193,59633,60011,9,0
14,35,60291,60011,11,1
13,174,59070,60011,14,1
12,453,59852,60011,13,1
9,450,12305,60006,12,0
8,2997,15976,60001,9,0
3,15538,62883,60002,8,0
2,3079,66664,60002,3,0
7,13454,47758,60001,2,0
6,3591,51539,60000,7,0
5,4207,55320,60000,6,0
4,3375,91101,60003,5,0
10,9755,68414,60004,4,0
11,2869,59977,60004,10,0
12,505,59820,60004,11,1
14,59,60506,60004,12,1
13,332,60664,60004,14,1
2,4235,42382,60002,13,0
4,4316,22071,59998,2,0
5,4468,29914,59995,4,0
7,3890,41602,59993,5,0
8,3772,77445,59994,7,0
10,4687,29133,59991,8,0
3,11632,78226,59993,10,0
6,7656,65758,59994,3,0
9,8764,113181,60000,6,0
14,5600,59352,59999,9,1
12,3,59414,59999,14,1
13,360,59383,59999,12,1
7,96,42570,59997,13,0
11,70,60445,59997,7,0
8,2671,41539,59995,11,0
4,19995,73664,59997,8,0
5,3437,72633,59998,4,0
6,2606,43602,59997,5,0
9,5668,40506,59994,6,0
10,2919,71477,59996,9,0
2,11117,103727,60000,10,0
3,3733,74695,60002,2,0
11,7393,59539,60002,3,0
12,68,60133,60002,11,1
14,184,60320,60002,12,1
13,770,60727,60002,14,1
6,4718,36570,60000,13,0
3,658,13791,59995,6,0
4,10112,53383,59994,3,0
2,10559,38195,59991,4,0
9,7121,59352,59991,2,0
7,10365,104164,59996,9,0
10,147,66945,59997,7,0
8,10188,111758,60003,10,0
5,650,88976,60006,8,0
11,4218,59758,60006,5,0
14,408,59914,60006,11,1
13,51,59195,60006,14,1
12,328,60477,60006,13,1
10,5196,21039,60001,12,0
8,2751,13602,59996,10,0
2,5868,47291,59995,8,0
5,11626,30446,59992,2,0
3,3418,83006,59994,5,0
6,10500,94164,59998,3,0
4,3332,86726,60001,6,0
9,8274,77320,60003,4,0
7,2928,69883,60004,9,0
6,5349,19883,59999,7,0
14,12,59633,59999,6,1
11,561,60602,60000,14,0
12,130,59945,59999,11,1
13,17,60290,60000,12,1
2,12359,58506,59999,13,0
9,2558,23914,59995,2,0
3,1832,47852,59994,9,0
10,1743,73258,59996,3,0
4,1433,37196,59993,10,0
7,15233,41227,59991,4,0
8,3397,90570,59994,7,0
5,17463,90539,59998,8,0
14,3250,59976,59998,5,1
11,155,59570,59998,14,0
12,599,60039,59998,11,1
13,485,60507,59998,12,1
3,4062,47820,59996,13,0
10,7025,53102,59996,3,0
7,5259,41695,59994,10,0
4,5362,62290,59994,7,0
8,12504,56164,59993,4,0
5,6057,44758,59992,8,0
2,4935,93352,59995,5,0
9,7839,98633,60000,2,0
6,4956,119226,60006,9,0
11,1081,60164,60006,6,0
14,127,60446,60006,11,1
13,144,59351,60006,14,1
12,422,60258,60006,13,1
2,4751,19320,60002,12,0
9,11496,22977,59998,2,0
7,9116,68790,59999,9,0
10,2021,76070,60000,7,0
5,7713,54601,60000,10,0
8,1225,61883,60000,5,0
3,8381,100414,60004,8,0
6,1219,47696,60003,3,0
4,9519,93506,60007,6,0
11,3749,59883,60007,4,0
13,709,60321,60007,11,1
14,74,60539,60007,13,1
12,128,60101,60007,14,1
3,9735,25133,60003,12,0
4,1957,16352,59998,3,0
5,2875,39571,59996,4,0
6,2044,30790,59993,5,0
7,2658,54007,59992,6,0
2,15295,89914,59995,7,0
8,18884,77227,59997,2,0
9,3143,100445,60002,8,0
10,2356,91664,60005,9,0
12,124,59071,60005,10,1
11,244,60226,60005,12,0
14,315,59758,60005,11,1
13,82,59914,60005,14,1
5,4019,49164,60004,13,0
3,1481,55477,60003,5,0
6,11406,60007,60003,3,0
9,12512,32539,60000,6,0
7,990,70851,60002,9,0
10,12264,43437,60000,7,0
8,759,49695,59999,10,0
4,6869,98320,60003,8,0
2,1185,76633,60005,4,0
11,7814,59696,60005,2,0
14,220,59601,60004,11,1
13,114,59633,60004,14,1
12,390,60664,60005,13,1
6,1734,44851,60003,12,0
7,3472,34821,60000,6,0
8,2992,24790,59996,7,0
9,3955,42758,59995,8,0
10,3168,32672,59992,9,0
2,33117,56976,59991,10,0
3,3984,106945,59996,2,0
4,2769,64914,59997,3,0
5,3687,114882,60003,4,0
11,188,59790,60003,5,0
12,317,59383,60003,11,1
13,203,59976,60003,12,1
14,480,60570,60003,13,1
10,6451,51196,60002,14,0
5,2588,10227,59996,10,0
8,5100,66007,59997,5,0
3,3256,25039,59993,8,0
9,7294,72602,59995,3,0
4,2069,31633,59992,9,0
7,5796,87414,59995,4,0
2,2264,46446,59993,7,0
6,15671,108821,59998,2,0
11,8517,60006,59998,6,0
14,159,59165,59998,11,1
13,801,60446,59998,14,1
12,77,60726,59998,13,1
6,11860,21414,59994,12,0
5,3831,66695,59995,6,0
4,3001,51977,59994,5,0
9,11524,65570,59995,4,0
8,2731,78851,59997,9,0
7,3697,64133,59997,8,0
3,17966,97258,60001,7,0
10,88,108290,60006,3,0
2,2616,82539,60009,10,0
11,1501,59852,60009,2,0
12,380,59195,60009,11,1
14,809,60882,60009,12,1
13,590,60671,60009,14,1
3,3117,9101,60003,13,0
7,7409,34476,60001,3,0
4,17017,69445,60002,7,0
9,1243,59164,60002,4,0
8,6388,62821,60002,9,0
2,2304,40758,60000,8,0
6,7920,94132,60003,2,0
5,7490,97791,60007,6,0
10,722,59506,60007,5,0
14,5027,59227,60007,10,1
12,255,60291,60007,14,1
11,149,60820,60007,12,0
3,147,56071,60007,11,0
13,437,59625,60007,3,1
10,337,6352,60001,13,0
5,7932,15006,59996,10,0
7,8577,65945,59997,5,0
2,7608,46601,59996,7,0
9,1590,56883,59995,2,0
4,7413,65539,59996,9,0
6,8793,56477,59996,4,0
8,8713,75414,59997,6,0
11,7867,59414,59997,8,0
13,772,59602,59997,11,1
14,105,60695,59997,13,1
12,66,60506,59997,14,1
3,3454,63664,59998,12,0
6,6968,27945,59994,3,0
9,8075,52226,59993,6,0
4,6945,51758,59992,9,0
7,7670,76039,59994,4,0
2,7140,75571,59996,7,0
10,632,100320,60000,2,0
5,7464,99852,60004,10,0
8,6975,64133,60005,5,0
11,3867,60133,60005,8,0
12,162,59352,60005,11,1
14,373,59791,60005,12,1
5,443,11820,60000,14,0
13,231,60570,60000,5,1
9,6794,48696,59998,13,0
3,3644,67383,59999,9,0
7,6533,44258,59998,3,0
6,7091,74039,59999,7,0
10,7337,50914,59998,6,0
4,3245,69601,59999,10,0
8,6756,46476,59998,4,0
2,3617,65164,59998,8,0
3,14147,48726,59997,2,0
13,0,59164,59997,3,1
11,104,60477,59997,13,0
12,5,60320,59997,11,1
14,59,60006,59997,12,1
4,1883,26571,59993,14,0
6,1105,38258,59991,4,0
8,1025,21945,59987,6,0
2,24554,42882,59985,8,0
5,4284,92414,59989,2,0
7,890,76102,59990,5,0
9,1511,87790,59993,7,0
10,2448,65633,59994,9,0
14,22152,59852,59994,10,1
12,3,59914,59994,14,1
11,26,59945,59994,12,0
13,834,60883,59994,11,1
7,4096,31070,59991,13,0
4,5236,68164,59992,7,0
5,7937,45133,59990,4,0
2,4810,54227,59990,5,0
9,1464,49006,59989,2,0
3,6769,91195,59992,9,0
10,650,53977,59991,3,0
8,12375,100039,59995,10,0
6,13038,114102,60001,8,0
12,2398,59633,60001,6,1
14,184,59820,60001,12,1
11,248,60039,60001,14,0
13,22,59227,60001,11,1
10,3180,31445,59998,13,0
9,6988,45852,59997,10,0
8,6200,32258,59994,9,0
7,7165,78664,59996,8,0
6,6685,33070,59993,7,0
5,7300,79476,59995,6,0
4,6470,93883,59998,5,0
3,7388,80291,60001,4,0
2,6171,94695,60004,3,0
11,1689,59258,60004,2,0
12,287,59977,60004,11,1
14,621,60414,60004,12,1
13,551,60695,60004,14,1
3,14187,23506,60000,13,0
5,1582,38946,59998,3,0
7,1452,54383,59998,5,0
8,2554,64102,59998,7,0
10,2249,79539,60000,8,0
2,20619,45791,59999,10,0
4,1876,61226,59999,2,0
6,1668,76664,60000,4,0
9,5106,101820,60005,6,0
11,7350,60102,60005,9,0
12,630,60445,60005,11,1
14,309,60133,60005,12,1
13,208,59790,60005,14,1
2,9859,27006,60001,13,0
7,19299,71727,60003,2,0
6,1622,44383,60001,7,0
5,2238,77039,60003,6,0
4,1406,49695,60002,5,0
3,2325,82352,60004,4,0
10,15243,89758,60007,3,0
9,1925,62414,60008,10,0
8,1138,95070,60011,9,0
11,3868,60070,60011,8,0
4,292,24791,60007,11,0
14,53,59476,60007,4,1
13,739,60007,60007,14,1
12,15,60539,60007,13,1
5,2254,29258,60004,12,0
6,2230,33726,60001,5,0
7,2847,38195,59999,6,0
8,2366,14664,59994,7,0
9,3331,19133,59990,8,0
10,2544,23602,59986,9,0
2,10117,75852,59988,10,0
3,3358,52320,59987,2,0
14,30145,59946,59987,3,1
11,373,60664,59987,14,0
12,193,59758,59987,11,1
13,78,59851,59987,12,1
8,12244,62383,59987,13,0
4,1119,74006,59989,8,0
3,6762,50914,59988,4,0
10,8181,72570,59989,3,0
9,6363,81477,59991,10,0
5,850,93101,59995,9,0
7,15266,103290,60000,5,0
6,6059,112196,60005,7,0
2,829,91820,60008,6,0
11,1439,59383,60008,2,0
14,283,60039,60008,11,1
12,128,59601,60008,14,1
9,91,24945,60005,12,0
13,207,59821,60005,9,1
2,2266,4414,59999,13,0
6,8047,13290,59994,2,0
8,1837,59727,59994,6,0
5,11618,48070,59992,8,0
4,12626,82852,59995,5,0
10,10255,78164,59997,4,0
3,3288,89633,60000,10,0
7,7534,66507,60001,3,0
11,1546,59726,60001,7,0
14,815,60258,60001,11,1
12,441,60571,60001,14,1
13,141,60414,60001,12,1
10,6118,19883,59997,13,0
4,4682,34820,59994,10,0
5,8219,55665,59993,4,0
9,7399,87039,59996,5,0
3,5082,41977,59994,9,0
7,6908,41351,59992,3,0
8,7523,94195,59996,7,0
2,5054,109133,60001,8,0
6,7421,108507,60006,2,0
11,393,60196,60006,6,0
12,224,59164,60006,11,1
14,496,60101,60006,12,1
13,614,60133,60006,14,1
9,1543,35258,60004,13,0
10,3668,59226,60004,9,0
5,13057,59382,60003,10,0
6,3356,23351,60000,5,0
7,3972,47321,59998,6,0
8,3492,43290,59997,7,0
2,9240,47476,59995,8,0
3,4484,71445,59996,2,0
4,3269,95414,60000,3,0
11,12875,60290,60000,4,0
14,500,60070,60000,11,1
13,20,59476,60000,14,1
8,119,30507,59997,13,0
12,178,60883,59997,8,1
9,872,59102,59997,12,0
10,262,55696,59997,9,0
2,367,22946,59993,10,0
4,940,16133,59988,2,0
3,137,19539,59984,4,0
6,28594,69321,59985,3,0
5,50,72727,59986,6,0
7,515,65914,59987,5,0
11,26952,59506,59987,7,0
12,537,59226,59987,11,1
14,122,59665,59987,12,1
13,301,59946,59987,14,1
10,4275,62790,59987,13,0
8,33249,97351,59991,10,0
6,1913,67914,59992,8,0
4,1832,98477,59996,6,0
2,1622,101039,60000,4,0
9,8402,110070,60005,2,0
7,1428,80633,60007,9,0
5,2047,83195,60010,7,0
3,1919,113758,60015,5,0
11,2705,60352,60015,3,0
13,647,60039,60015,11,1
14,42,60382,60016,13,1
12,191,60695,60016,14,1
2,7877,25258,60012,12,0
3,139,11601,60007,2,0
10,27993,92006,60010,3,0
8,564,59321,60010,10,0
9,112,45664,60009,8,0
7,740,44976,60007,9,0
6,372,58632,60007,7,0
5,990,44291,60005,6,0
4,155,57945,60005,5,0
11,20498,60320,60005,4,0
14,96,59727,60005,11,1
12,255,59791,60005,14,1
13,233,60257,60005,12,1
2,954,53101,60004,13,0
9,13090,37383,60002,2,0
7,5802,42445,60000,9,0
6,904,42977,59998,7,0
4,6207,48039,59997,6,0
3,1606,80571,59999,4,0
10,12274,64852,60000,3,0
8,5626,69914,60001,10,0
5,7806,75506,60002,8,0
11,5061,59914,60002,5,0
14,377,60195,60002,11,1
12,66,60006,60002,14,1
13,329,60102,60002,12,1
5,8519,14352,59998,13,0
4,6594,48258,59996,5,0
9,1555,62726,59997,4,0
8,6326,36633,59994,9,0
2,1929,84071,59997,8,0
6,8170,72445,59998,2,0
10,8462,60820,59998,6,0
3,9070,82164,60001,10,0
7,7658,98539,60005,3,0
11,578,59633,60005,7,0
14,35,59291,60004,11,1
12,627,59852,60004,14,1
13,547,60070,60004,12,1
3,2438,11883,59999,13,0
8,1462,40976,59997,3,0
2,4617,43664,59996,8,0
7,2454,12758,59991,2,0
4,16173,72101,59992,7,0
9,2650,73196,59993,4,0
6,15768,72539,59995,9,0
5,7207,104320,59999,6,0
10,2130,73414,60001,5,0
11,3869,59977,60001,10,0
12,505,59820,60001,11,1
14,59,60506,60001,12,1
13,332,59664,60001,14,1
6,656,14758,59996,13,0
10,4712,10133,59991,6,0
5,2651,14914,59986,10,0
9,4401,42290,59984,5,0
4,2131,47071,59983,9,0
8,4130,74445,59984,4,0
3,31319,107226,59989,8,0
7,3909,102602,59994,3,0
2,2326,107382,59999,7,0
11,3314,60445,59999,2,0
14,471,60352,59999,11,1
12,3,60414,59999,14,1
13,360,60383,59999,12,1
6,875,60602,59999,13,0
8,3962,46539,59998,6,0
10,4625,64477,59998,8,0
2,11117,24727,59994,10,0
3,4733,35695,59992,2,0
5,3957,81633,59994,3,0
7,3827,39570,59992,5,0
9,4447,85506,59995,7,0
4,19289,102664,59999,9,0
11,1873,59539,59999,4,0
14,252,59320,59999,11,1
13,770,59727,59999,14,1
12,46,60133,59999,13,1
3,330,34791,59996,12,0
5,3142,33976,59994,3,0
6,15200,77570,59995,5,0
7,15815,61164,59996,6,0
9,3635,60352,59996,7,0
2,5879,83195,59998,9,0
4,3441,50383,59997,2,0
8,2380,104758,60002,4,0
10,3812,103945,60006,8,0
14,5464,59914,60006,10,1
12,379,59477,60006,14,1
11,213,60758,60006,12,0
13,459,60195,60006,11,1
5,6769,63446,60007,13,0
7,10452,42883,60005,5,0
6,8466,67164,60006,7,0
2,10456,52291,60005,6,0
8,132,46602,60003,2,0
4,10744,59726,60003,8,0
10,505,54039,60003,4,0
3,8663,116006,60009,10,0
9,106,78320,60010,3,0
11,2850,59602,60010,9,0
12,130,59945,60010,11,1
13,17,59290,60010,12,1
14,292,60633,60010,13,1
2,4067,27506,60007,14,0
8,196,27570,60004,2,0
10,1937,18258,59999,8,0
5,12526,71539,60001,10,0
7,1140,62227,60001,5,0
9,1759,24914,59997,7,0
4,12007,46195,59996,9,0
6,1356,68883,59997,4,0
3,14469,52852,59996,6,0
11,9674,59570,59996,3,0
12,599,60039,59996,11,1
14,246,59976,59996,12,1
13,239,60507,59996,14,1
6,10999,36226,59993,13,0
7,3347,54695,59993,6,0
8,2866,73164,59994,7,0
4,15496,59291,59994,8,0
5,3561,77758,59996,4,0
9,16774,91633,59999,5,0
2,1161,110352,60004,9,0
10,1883,110102,60010,2,0
3,1975,68820,60011,10,0
11,1018,60164,60011,3,0
14,127,59446,60011,11,1
